date;tavg;tmin;tmax;prcp
01/01/1990;11.6;6.6;17;0
02/01/1990;12.8;6.9;;0.5
03/01/1990;10.7;;12.9;4.1
04/01/1990;9.8;6.2;14.2;13
05/01/1990;10.3;;15.4;1
06/01/1990;10.3;;;0
07/01/1990;10;4.6;15.4;0
08/01/1990;9.8;4.9;15.6;0
09/01/1990;10;3.7;;0
10/01/1990;9.4;;15.5;0
11/01/1990;8.9;;14;0
12/01/1990;7.7;;13.9;0
13/01/1990;7.7;;;0
14/01/1990;9.3;1.8;15.3;0
15/01/1990;9.8;3.6;15.4;0
16/01/1990;10.8;;17.4;0
17/01/1990;11.7;;17.3;0
18/01/1990;10.8;6;;0.3
19/01/1990;10;5.1;14.7;2
20/01/1990;9.4;2.9;;0
21/01/1990;8.5;1.7;16.3;0
22/01/1990;8.5;;16.4;0
23/01/1990;8.6;1.1;14.9;0
24/01/1990;8.6;2.5;;0
25/01/1990;11.6;5.9;;0
26/01/1990;10.2;4.7;16.5;0
27/01/1990;11.3;3.4;17.3;0
28/01/1990;10.2;;;0.3
29/01/1990;9.1;4.1;13.9;15
30/01/1990;10;5.3;14.5;0
31/01/1990;10.6;;16.5;
01/02/1990;11.4;;15.9;8.9
02/02/1990;10.1;;16.4;0
03/02/1990;10.8;4.9;17.9;0
04/02/1990;11.2;;;0
05/02/1990;13.1;6.2;20.9;0
06/02/1990;14.6;;22.9;0
07/02/1990;14.5;;23.2;0
08/02/1990;13.6;;20.1;0
09/02/1990;13.3;;;0
10/02/1990;11.3;6.3;17.9;0
11/02/1990;13;10.4;17.7;0
12/02/1990;12.1;;;0
13/02/1990;10.5;6.3;16.9;0
14/02/1990;10.6;5.4;16.8;0
15/02/1990;10.6;;16.6;0
16/02/1990;10.6;;16.2;0
17/02/1990;10.2;5.1;16.5;0
18/02/1990;10.5;4.3;17.5;0
19/02/1990;13.3;;21.1;0
20/02/1990;14.2;7.5;22.4;0
21/02/1990;13.8;;21.3;0
22/02/1990;16.7;7.6;26.4;0
23/02/1990;15.1;;25.4;0
24/02/1990;13.5;5.8;23.3;0
25/02/1990;12.8;6.9;;0
26/02/1990;12.3;6.5;17.5;0
27/02/1990;13;5.3;18.3;0
28/02/1990;12.7;8.7;18.7;0
01/03/1990;12.8;;18.5;0
02/03/1990;12.8;7.1;17.3;0
03/03/1990;12.5;;;0
04/03/1990;13.2;7.9;;0
05/03/1990;13.5;5.4;18.4;0
06/03/1990;15;7.4;;0
07/03/1990;14.7;8.1;;0
08/03/1990;12.7;7.7;15.5;4.1
09/03/1990;12.1;;14.8;14
10/03/1990;13.3;;;3
11/03/1990;14.1;8.7;19.5;0
12/03/1990;13.7;7.8;19.7;0
13/03/1990;12.8;6.2;20.2;0
14/03/1990;14.7;9.7;;0
15/03/1990;14.2;;21.9;0
16/03/1990;16.3;7.1;25.7;0
17/03/1990;16.3;8.1;;0
18/03/1990;16.7;7.3;27.4;0
19/03/1990;16.4;8.5;27;0
20/03/1990;17;10.7;25.9;0
21/03/1990;18.6;9.9;27.9;0
22/03/1990;16.8;7.1;;0
23/03/1990;16.6;8.2;;
24/03/1990;13.5;;20.3;0
25/03/1990;13.8;7.9;20.2;0
26/03/1990;14.7;8.1;20.9;0
27/03/1990;15.2;;21.9;0
28/03/1990;14.5;10.9;21.1;0
29/03/1990;13.4;4.6;20.4;0
30/03/1990;14.1;9.5;19.1;0
31/03/1990;17.7;12.9;22.4;8.9
01/04/1990;15.2;10.5;21.5;4.1
02/04/1990;14;7.3;;0
03/04/1990;12.6;6.7;17.3;0
04/04/1990;13.2;;;0
05/04/1990;14.7;;20.1;0
06/04/1990;13.1;;17.3;6.1
07/04/1990;12.9;;19.3;4.1
08/04/1990;11.9;;20.3;3
09/04/1990;11.7;;16.4;4.1
10/04/1990;12.6;9.1;17.4;3
11/04/1990;11.9;5.2;17.2;0
12/04/1990;12.6;3.9;19.9;0
13/04/1990;13.6;8.9;;0
14/04/1990;12.5;;16;
15/04/1990;13.2;6.4;;0
16/04/1990;14.2;6.1;20.9;0
17/04/1990;14.7;;21.3;0
18/04/1990;14.8;;;0
19/04/1990;16.5;11.7;23.2;0
20/04/1990;14.1;7.2;22.3;0
21/04/1990;12.6;7.6;18.4;0
22/04/1990;12.6;8.1;19.2;0
23/04/1990;12;5.8;17.5;0
24/04/1990;12.6;5.3;;0
25/04/1990;13;4.4;18.5;0
26/04/1990;13.7;5.2;;0
27/04/1990;16.5;10.7;21.5;0
28/04/1990;14.6;11.9;21.5;2
29/04/1990;13.4;11.6;16.1;4.1
30/04/1990;14.8;10.9;20.2;5.1
01/05/1990;14.8;9.5;21.3;0
02/05/1990;16.1;9.7;;0
03/05/1990;17.5;;;0
04/05/1990;17.7;11.1;26.3;0
05/05/1990;17.3;11.2;;0
06/05/1990;16.6;11;24.4;0
07/05/1990;15.9;10.4;22.3;0
08/05/1990;16.8;13.7;;2
09/05/1990;14.8;;17.4;9.9
10/05/1990;15.2;11.5;;6.1
11/05/1990;16.5;12.4;20.3;2
12/05/1990;16.4;;21.1;3
13/05/1990;16.6;11.5;22.8;0
14/05/1990;17.3;11.7;22.9;0
15/05/1990;18;;;
16/05/1990;17.2;;23.4;0
17/05/1990;16.9;12.4;21.9;0
18/05/1990;16.6;11.4;21.9;0
19/05/1990;16.6;10.2;21.2;0
20/05/1990;16.1;11.9;21.7;0
21/05/1990;16.5;11.5;22.5;0
22/05/1990;16.7;11.7;;0
23/05/1990;16.5;11.3;21.4;0
24/05/1990;16.3;10.7;21.4;0
25/05/1990;17.1;12.5;24.6;0
26/05/1990;18.4;13.4;26.1;0
27/05/1990;18.3;13.3;23.5;0
28/05/1990;18.6;;24.5;0
29/05/1990;21.4;12.9;;0
30/05/1990;21.5;12.7;29.9;0
31/05/1990;23;11.3;29.8;0
01/06/1990;21.5;15.9;29.3;0
02/06/1990;20.2;16.8;24.6;0
03/06/1990;19.6;14.4;25.4;0
04/06/1990;18.5;14.2;25.2;0
05/06/1990;17.8;;23.7;5.1
06/06/1990;18.3;12.9;24.1;0
07/06/1990;19.1;13.1;25.4;0
08/06/1990;20;;26.3;0
09/06/1990;19.3;;;0
10/06/1990;18.2;;;0
11/06/1990;18.3;13.2;23.9;0
12/06/1990;18.6;;23.9;0
13/06/1990;18.8;14.3;25.3;0
14/06/1990;19.6;12.9;25.2;0
15/06/1990;18.4;13.9;;0
16/06/1990;18.2;13.2;23.1;0
17/06/1990;18.6;13.4;23.5;0
18/06/1990;18.3;13.3;;0
19/06/1990;18.6;12.7;;0
20/06/1990;19.1;13.2;;0
21/06/1990;18.7;;23.7;0
22/06/1990;18.6;13.4;24.2;0
23/06/1990;20;;24.4;0
24/06/1990;21.5;16.5;28;0
25/06/1990;21.2;;27.3;0
26/06/1990;20.6;;26.3;0
27/06/1990;19.8;;26.4;0
28/06/1990;19;14.3;24.4;0
29/06/1990;19.6;;24.9;0
30/06/1990;21;16.2;;0
01/07/1990;20.5;15.9;26.3;0
02/07/1990;21;14.7;26.5;0
03/07/1990;21;;28.1;0
04/07/1990;21.6;16.9;27.3;0
05/07/1990;23.1;18.4;30.3;0
06/07/1990;22.3;16.5;29.4;14
07/07/1990;22.9;16.9;;0
08/07/1990;23.5;14;29.2;0
09/07/1990;23.7;;30.9;0
10/07/1990;23.6;;30;0
11/07/1990;22.3;;29.2;0
12/07/1990;21.4;;25.3;0
13/07/1990;21.3;;26.4;0
14/07/1990;20.4;14.2;;0
15/07/1990;20.7;16.9;25.5;0
16/07/1990;22.9;;29.8;0
17/07/1990;26.1;20.4;32.1;0
18/07/1990;23.6;;32.5;0
19/07/1990;21.9;;28.4;0
20/07/1990;23;;30.3;0
21/07/1990;24.6;;30.7;0
22/07/1990;26.6;18.5;35.9;0
23/07/1990;26.4;;34.6;0
24/07/1990;25.3;;33.1;0
25/07/1990;24.5;21.7;28.9;0
26/07/1990;23.7;19.5;29.9;0
27/07/1990;23.1;;28.4;0
28/07/1990;22.7;18.9;26.7;0
29/07/1990;22.5;16.9;27.9;0
30/07/1990;23.5;;28.1;
31/07/1990;24.1;19.9;29.2;0
01/08/1990;25.1;;;0
02/08/1990;25.7;20.7;32.9;0
03/08/1990;29.6;18.9;;0
04/08/1990;30.9;20.7;;0
05/08/1990;27.5;19.3;40.7;0
06/08/1990;27.1;19.5;39.3;0
07/08/1990;23.7;;37.1;0
08/08/1990;23.2;;29.3;0
09/08/1990;21.9;16.2;28.9;0
10/08/1990;24.5;19.9;31.2;0
11/08/1990;25;20.5;32.3;0
12/08/1990;27.1;;31.4;0
13/08/1990;24.1;16.2;31.3;0
14/08/1990;23.3;;;0
15/08/1990;23;17.5;29.1;0
16/08/1990;22.2;16.1;;0
17/08/1990;23.3;16.5;;0
18/08/1990;24.2;18.3;30.6;0
19/08/1990;22.7;17.4;;0
20/08/1990;22.5;17.1;27.7;0
21/08/1990;22.1;19.2;27.3;0
22/08/1990;21.5;16.1;28.9;0
23/08/1990;22.1;15.3;;0
24/08/1990;22.5;15.1;30.2;0
25/08/1990;23.7;17.9;32.4;0
26/08/1990;24.5;17.6;34.4;0
27/08/1990;27;17.1;38.9;0
28/08/1990;26;19.1;34.6;0
29/08/1990;21.7;15.7;26.2;0
30/08/1990;21.7;14.4;26.4;0
31/08/1990;21.4;17.4;26.1;0
01/09/1990;22.3;;27.1;0
02/09/1990;21.1;16;26.5;0
03/09/1990;21.6;18.3;25.6;0
04/09/1990;22.6;;27.4;0
05/09/1990;22.4;17.9;27.9;0
06/09/1990;22.3;15.5;27.3;0
07/09/1990;20.8;16.1;25.1;0
08/09/1990;21.1;12.9;26.3;0
09/09/1990;20.4;13.1;25.9;0
10/09/1990;21.4;13.6;26.9;0
11/09/1990;22.2;13.1;31.2;0
12/09/1990;22.1;15.5;28.9;0
13/09/1990;22.4;18.3;27.3;0
14/09/1990;24.1;14.9;33.2;0
15/09/1990;25.1;;;0
16/09/1990;21.8;16.7;26.2;0
17/09/1990;21.1;15.2;;0
18/09/1990;20.8;14.8;28.7;0
19/09/1990;21.4;;;0
20/09/1990;21;13.1;26.9;0
21/09/1990;22.3;14.3;28.1;0
22/09/1990;21.7;15.8;28.7;0
23/09/1990;21.4;17.1;27.3;0
24/09/1990;20.7;15.5;25.3;
25/09/1990;21.2;17.9;25.9;2
26/09/1990;22.2;;30.3;0
27/09/1990;26.2;18.3;34.9;0
28/09/1990;25.8;19.5;36.2;0
29/09/1990;24.8;;;0
30/09/1990;21.9;;25.9;0
01/10/1990;21.2;17.7;25.9;0.5
02/10/1990;21.4;13.6;26.5;0
03/10/1990;19.5;14;;0
04/10/1990;18.9;12.5;23.3;0
05/10/1990;17.2;;25.9;0
06/10/1990;19.6;12.1;;0
07/10/1990;19.2;;24.6;0
08/10/1990;18.7;;24.2;0
09/10/1990;17.8;9.7;25;0
10/10/1990;17.5;;23.3;0
11/10/1990;16.8;11.3;23.2;0
12/10/1990;16.8;;;0
13/10/1990;18.7;11.5;27.4;0
14/10/1990;20.9;;30.1;0
15/10/1990;19.6;;;0.3
16/10/1990;18;;24.4;1
17/10/1990;18.7;;23.9;0
18/10/1990;19.3;14.1;25.1;0
19/10/1990;18.8;15;;0.5
20/10/1990;16.2;11.7;24.1;0
21/10/1990;16.6;11.7;19.9;0.3
22/10/1990;17;12.1;;4.1
23/10/1990;15.6;8.1;;0
24/10/1990;15.8;8.8;22.3;0
25/10/1990;17.3;9;23.5;0
26/10/1990;15.5;9.3;20.3;0
27/10/1990;15;8.4;23.1;0
28/10/1990;18.3;13.9;;0
29/10/1990;17.1;9.2;24.4;0
30/10/1990;18.1;;23.5;0
31/10/1990;16.3;8.9;22.2;0
01/11/1990;15.5;10.2;22.5;0
02/11/1990;13.2;8.2;;0
03/11/1990;14;;;0
04/11/1990;14.4;9.9;;0
05/11/1990;13.8;8.3;21.5;0
06/11/1990;15.3;6.9;21.2;0.5
07/11/1990;18.6;;24.7;0
08/11/1990;16.5;10.4;;0
09/11/1990;16.9;11.2;22.3;0
10/11/1990;16.6;13;23.9;0
11/11/1990;14.8;9.1;;0
12/11/1990;15.2;6.9;24.3;0
13/11/1990;14.7;;;
14/11/1990;14.5;;23.9;
15/11/1990;16;8.1;25.3;0
16/11/1990;16.1;;;0
17/11/1990;15.4;8.3;22.5;0
18/11/1990;16.5;;27.3;0
19/11/1990;15.8;;;0
20/11/1990;14;7.3;;
21/11/1990;14.5;;19.3;0
22/11/1990;12.6;;;7.9
23/11/1990;10.3;5.5;15.1;0
24/11/1990;10.6;;19.4;0
25/11/1990;12.8;9.3;;
26/11/1990;12.7;;;10.9
27/11/1990;10.7;6.2;14.9;1
28/11/1990;9.6;3.5;14.9;3
29/11/1990;10.2;2.7;18.9;0
30/11/1990;10.1;4.2;17.5;0
01/12/1990;10.5;3.9;;0
02/12/1990;15.2;;26.1;0
03/12/1990;16.5;8.3;;0
04/12/1990;15.9;12.4;22.3;3
05/12/1990;15.5;10.7;;1
06/12/1990;15.6;;;0
07/12/1990;12.5;8.7;19.4;2
08/12/1990;13.8;;18.1;0
09/12/1990;12.3;;15.6;30
10/12/1990;9.9;6.6;13.7;2
11/12/1990;8.8;5;12.9;7.9
12/12/1990;9.5;4.1;14.2;3
13/12/1990;9.6;;;0
14/12/1990;9.4;1.8;15.9;0
15/12/1990;9.5;3.5;17.2;0
16/12/1990;9.1;;15.9;0
17/12/1990;10.8;5.3;15.3;20.1
18/12/1990;10.5;6.9;14.3;0.3
19/12/1990;9.5;5.7;14.5;4.1
20/12/1990;9.5;5.9;14.3;4.1
21/12/1990;9.3;4.1;15.2;0
22/12/1990;8.9;2.8;15.7;0
23/12/1990;9.5;5.3;14.2;0.3
24/12/1990;10.6;;16.3;0
25/12/1990;10.6;4;15.3;0
26/12/1990;10.4;;13.2;
27/12/1990;12.2;;15.5;1
28/12/1990;11.3;5.3;16.3;0
29/12/1990;11.3;5.9;18.3;0
30/12/1990;11.7;;17.3;0
31/12/1990;12.4;;17.9;0
01/01/1991;11.7;;18.2;0
02/01/1995;12.6;;;2
03/01/1995;8.8;;15.4;0
04/01/1995;9.1;;16.3;0
05/01/1995;9.4;2.5;17.4;0
06/01/1995;10.4;3.3;;0
07/01/1995;8.6;;15.5;0
08/01/1995;7.7;-1;;0
09/01/1995;7.7;;16.8;0
10/01/1995;8;-0.1;;0
11/01/1995;8.8;;18.2;0
12/01/1995;8.5;-0.7;;0
13/01/1995;10;2.3;;0
14/01/1995;9.1;;19.7;0
15/01/1995;7.2;;18.5;0
16/01/1995;8.8;;17.5;0
17/01/1995;10.7;;;0
18/01/1995;12.5;8.9;17.4;
19/01/1995;13.8;11.3;18.3;2
20/01/1995;13.1;;17.1;1
21/01/1995;11.1;4.7;18.3;3
22/01/1995;11.1;4.3;;0
23/01/1995;8.7;;18.3;0
24/01/1995;10.2;;18.8;0
25/01/1995;10.5;0.9;21.4;0
26/01/1995;9.6;2.9;17.3;0
27/01/1995;10.5;;19.7;0
28/01/1995;10.6;2.9;18.3;0
29/01/1995;10.6;2.1;19;0
30/01/1995;12.9;6.5;;0
31/01/1995;11.7;3.7;;0
01/02/1995;12.1;;;0
02/02/1995;14.6;;20.5;
03/02/1995;11.7;3.9;20.1;0
04/02/1995;13.4;;20.6;0
05/02/1995;13.6;5.9;;0
06/02/1995;9.4;;22;0
07/02/1995;14.1;3.7;;0
08/02/1995;11.2;1.9;21.3;0
09/02/1995;12.2;;19;0
10/02/1995;10.6;;;15
11/02/1995;11.4;5.1;16.8;16
12/02/1995;11.4;5.3;19.2;0
13/02/1995;13.1;6.5;20.7;0
14/02/1995;13.6;;19.3;0
15/02/1995;13.5;;20.5;0
16/02/1995;14.2;7.6;20.1;0
17/02/1995;12.5;6.1;19.3;0
18/02/1995;13.2;;19;0
19/02/1995;13.3;8.9;21;0
20/02/1995;17.6;7.5;;0
21/02/1995;14.3;;18.5;0
22/02/1995;11.7;;16.9;0
23/02/1995;11.5;;17.1;0
24/02/1995;11.7;;19.3;0
25/02/1995;13.2;7.6;19.5;0
26/02/1995;12.1;;14.5;
27/02/1995;8.3;;;9.9
28/02/1995;8;2.2;14.6;7.9
01/03/1995;8.8;;15.9;0
02/03/1995;10.3;;16.1;0
03/03/1995;10.9;;16.2;0
04/03/1995;11.4;7.3;16.3;2
05/03/1995;11.6;4.9;18.1;1
06/03/1995;13.2;;;0
07/03/1995;12.2;5.6;18.3;0
08/03/1995;13.7;;17.1;0
09/03/1995;12.7;5.7;20.7;0
10/03/1995;12.1;;;
11/03/1995;10.2;7.3;14.3;2
12/03/1995;11;4.8;17.7;1
13/03/1995;12.5;5.1;19.1;0
14/03/1995;12.9;9.9;20.5;0
15/03/1995;13.1;7.7;21;0
16/03/1995;12.8;9.9;17.4;0
17/03/1995;13.8;;19.7;0
18/03/1995;15;6.9;25.5;0
19/03/1995;17.4;8.9;27.3;0
20/03/1995;18.5;;;0
21/03/1995;17.2;10.9;26;0
22/03/1995;20.2;;28.6;0
23/03/1995;20.7;14.5;;0
24/03/1995;16.6;;27.1;0
25/03/1995;16.1;11.4;25.7;0
26/03/1995;15.7;;;0
27/03/1995;14.8;7.9;;0
28/03/1995;17.6;;;0
29/03/1995;17.3;;25.5;0
30/03/1995;16.2;12.3;23.5;0
31/03/1995;19.5;12.9;27.5;0
01/04/1995;17.9;13.3;;
02/04/1995;16;;19.8;2
03/04/1995;16.5;12.3;21.3;4.1
04/04/1995;15.5;;21.6;0
05/04/1995;15.7;8.9;23.5;0
06/04/1995;16.7;10.2;25.6;4.1
07/04/1995;18.6;;27.7;0
08/04/1995;21;12.3;30.9;0
09/04/1995;20.4;10.7;30.3;0
10/04/1995;18.1;14.5;26.3;0
11/04/1995;15.6;13.1;19.5;4.1
12/04/1995;15.9;;21.4;3
13/04/1995;16.4;10.9;22.5;0
14/04/1995;15;10.6;17.2;6.1
15/04/1995;16.1;10.5;22.7;4.1
16/04/1995;17.3;10.8;;0
17/04/1995;17;8.3;;0
18/04/1995;18.5;;25.2;
19/04/1995;15.3;;20.9;0
20/04/1995;13.8;;17.2;0
21/04/1995;12.9;10.5;16.7;0
22/04/1995;12;6.1;17.9;0
23/04/1995;12;7.7;17.5;5.1
24/04/1995;10.6;4.9;16.2;0
25/04/1995;12;3.9;18.4;0
26/04/1995;13.7;6.4;21.4;0
27/04/1995;13.7;;21.9;0
28/04/1995;15.6;11.8;20.6;5.1
29/04/1995;16.2;9;22.3;0
30/04/1995;17.9;;;0
01/05/1995;21.2;9.1;30.9;0
02/05/1995;24.6;;;0
03/05/1995;26.5;18.1;35.4;0
04/05/1995;21.5;;28.5;2
05/05/1995;18.4;15;;0
06/05/1995;17.6;12.3;24.5;0
07/05/1995;17.2;12.1;22.1;0
08/05/1995;18;;25.7;0
09/05/1995;16.9;11.9;22.4;0
10/05/1995;17.2;12.9;22.7;0
11/05/1995;16.7;12.3;22.5;0
12/05/1995;15.8;9.7;22.2;0
13/05/1995;17.1;10.1;24.1;0
14/05/1995;18.6;10.6;26.1;0
15/05/1995;19.1;12.1;26.4;0
16/05/1995;18.8;;24.5;0
17/05/1995;18.3;13.7;;0
18/05/1995;19.5;14.1;25.5;0
19/05/1995;19;14.6;24.4;0
20/05/1995;19.3;10.9;27;0
21/05/1995;20.7;15.3;27.9;0
22/05/1995;20.2;15.1;;0
23/05/1995;18.4;16.9;23.4;0
24/05/1995;19.5;16.1;24.3;0
25/05/1995;18.1;15.7;22.9;0
26/05/1995;18.9;10.1;25.4;0
27/05/1995;18.5;11.9;24.9;0
28/05/1995;19.5;12.9;26.2;0
29/05/1995;19.4;12.9;27.9;0
30/05/1995;20.6;11.9;29.4;0
31/05/1995;20.5;12.3;29.7;0
01/06/1995;22.1;12.8;29.3;0
02/06/1995;20.5;13.5;29.5;0
03/06/1995;20.3;15.9;27.1;0
04/06/1995;20.4;14.4;27.8;0
05/06/1995;21;16.9;29;0
06/06/1995;19.4;;22.7;0
07/06/1995;19.9;14.9;27.2;0
08/06/1995;19.7;14.9;25.6;0
09/06/1995;19.5;15.1;24.6;0
10/06/1995;19.1;;24.4;0
11/06/1995;17.9;13.8;22.3;0
12/06/1995;17.9;14.6;22.5;0
13/06/1995;18.1;;;0
14/06/1995;18.1;13.9;22.5;0
15/06/1995;18.7;14;25.4;0
16/06/1995;18.7;11.7;27;0
17/06/1995;20;15.5;;0
18/06/1995;20.2;15.7;25.1;0
19/06/1995;20.7;14.5;27.4;0
20/06/1995;20.2;;25.5;0.3
21/06/1995;22.1;16.3;28.9;0
22/06/1995;22;18.1;28.3;0
23/06/1995;19.4;;23.2;0
24/06/1995;19.8;15;25.7;0
25/06/1995;19.8;16.5;;0
26/06/1995;19.3;13.1;24.9;0
27/06/1995;19.8;13.9;26.4;0
28/06/1995;20.1;16.2;24.6;0
29/06/1995;19.4;16.1;;0
30/06/1995;19.3;;23.7;0
01/07/1995;19.2;13.9;;0
02/07/1995;19.8;13.9;25.1;0
03/07/1995;20;;;0
04/07/1995;19.5;14.9;24.3;0
05/07/1995;20.1;15.3;24.9;0
06/07/1995;20;16.8;25.2;0
07/07/1995;19.7;;25.9;0
08/07/1995;19.8;15.7;;0
09/07/1995;21;15.7;27.6;0
10/07/1995;20.7;;24.3;0
11/07/1995;20.3;14.5;25.8;0
12/07/1995;20.7;16.9;26.2;0
13/07/1995;21.3;16.1;27.1;0
14/07/1995;20.5;16;25.9;0
15/07/1995;21.7;15.5;;0
16/07/1995;21.5;14.3;;0
17/07/1995;23.1;;31;0
18/07/1995;28;17.3;;0
19/07/1995;33.2;24.9;41.4;0
20/07/1995;28.1;20.5;39.2;0
21/07/1995;26.5;19.7;34.1;0
22/07/1995;28.3;19.5;;0
23/07/1995;31.7;;44.4;0
24/07/1995;26.6;;;0
25/07/1995;22.7;;28.5;0
26/07/1995;22.3;18.5;27.3;0
27/07/1995;24.6;;32;0
28/07/1995;27;18.9;;0
29/07/1995;26.1;;33.6;0
30/07/1995;23;17.3;29.3;0
31/07/1995;21.9;18.5;28.4;0
01/08/1995;22.2;18.3;;0
02/08/1995;21.7;;28.9;0
03/08/1995;22.4;;29.1;0
04/08/1995;21.7;17.2;27.4;0
05/08/1995;22.4;16.8;28.2;0
06/08/1995;22.9;17.4;29.9;0
07/08/1995;22.1;;28.5;0
08/08/1995;20.7;;25;0
09/08/1995;21;;25.6;0
10/08/1995;21.1;;27.5;0
11/08/1995;22.5;16.3;30.6;0
12/08/1995;25.2;;;0
13/08/1995;24.1;19.3;31;0
14/08/1995;24.1;18.8;32.8;0
15/08/1995;24.1;;32.7;0
16/08/1995;26.8;19.1;35.9;0
17/08/1995;24;19.9;29.9;0
18/08/1995;22.1;;28.4;0
19/08/1995;21.8;;28.5;0
20/08/1995;21.9;17.6;28.4;0
21/08/1995;20.3;;25;0
22/08/1995;19.9;;26.1;0
23/08/1995;20.9;;25.7;0
24/08/1995;21.8;17.1;27.5;0
25/08/1995;24.5;18.3;31.5;0
26/08/1995;25.1;18.9;35.4;0
27/08/1995;24.3;;31.4;0
28/08/1995;22.7;18.9;31;0
29/08/1995;21.9;16.3;29.4;0
30/08/1995;23.6;;37.5;0
31/08/1995;24.6;21;30.9;0
01/09/1995;23.2;;30.6;0
02/09/1995;21.7;16.9;30.1;0
03/09/1995;24.9;;;0
04/09/1995;22.7;;33.1;0
05/09/1995;20.7;14.4;26.3;0
06/09/1995;21;;27.2;0
07/09/1995;21.5;14.9;29.3;0
08/09/1995;20.9;17.4;26.4;0
09/09/1995;20.2;13.9;;0
10/09/1995;20.5;13.3;28.7;0
11/09/1995;21;17.4;26.5;0
12/09/1995;18.7;12.7;23.1;0
13/09/1995;18.2;11.3;;0
14/09/1995;19.7;11.7;27.2;0
15/09/1995;19.6;14.9;24.7;0
16/09/1995;19.2;14.9;24.6;0
17/09/1995;18;12.6;24.1;0
18/09/1995;17.3;11.2;24.2;0
19/09/1995;17.8;11;23.3;0
20/09/1995;16.8;10.3;22.9;0
21/09/1995;17.1;;;0
22/09/1995;17.7;8.9;;0
23/09/1995;18.1;10.6;24.1;0
24/09/1995;19.5;11.9;26.3;0
25/09/1995;19.6;11.7;;0
26/09/1995;20.3;14;28.3;0
27/09/1995;20.2;12.5;;0
28/09/1995;21.2;10.7;;0
29/09/1995;19.1;11.1;28.3;0
30/09/1995;19.1;;26.1;0
01/10/1995;19.1;14.4;24.7;0
02/10/1995;21.5;15.2;30.4;0
03/10/1995;20.1;16.3;25.6;0.5
04/10/1995;19.1;15.3;24.3;0
05/10/1995;19;14.9;24.6;0
06/10/1995;18;13.7;24.4;0
07/10/1995;18.8;12.1;33.6;0
08/10/1995;20.6;12;29;0
09/10/1995;15.7;;27.5;0
10/10/1995;18.5;15.9;22.7;
11/10/1995;18.5;13.7;25.7;7.1
12/10/1995;17.6;12.1;24.4;0
13/10/1995;19.3;11.5;25.9;0
14/10/1995;19.1;12.3;25.9;0
15/10/1995;19.9;15.7;;0
16/10/1995;19.7;12.7;26.9;0
17/10/1995;20.8;;30.6;0
18/10/1995;21.7;14.2;;0
19/10/1995;17.7;;;
20/10/1995;18;;24.7;2
21/10/1995;16.8;8.9;26.5;0
22/10/1995;16.5;10.5;;0
23/10/1995;17.7;9.3;26.3;0
24/10/1995;20.8;;28.5;0
25/10/1995;21.8;15.7;32.1;0
26/10/1995;22.4;16.3;31.5;0
27/10/1995;23.3;15.9;;0
28/10/1995;21.5;15.1;29.4;0
29/10/1995;19.1;15.8;26.5;0
30/10/1995;20.5;14.9;;0
31/10/1995;21.5;16.5;30.1;0
01/11/1995;19.6;13.8;;1
02/11/1995;18;11.9;25.2;0
03/11/1995;18.2;13.9;;
04/11/1995;18.3;13.1;25.3;0
05/11/1995;19.8;;30;0
06/11/1995;22.5;16.5;30.3;0
07/11/1995;19.6;13.5;29;0
08/11/1995;19;;;0
09/11/1995;20;15.9;25.9;0
10/11/1995;19.1;;24.7;1
11/11/1995;16.8;;19.3;0
12/11/1995;14.6;;17.9;20.1
13/11/1995;14;8.5;19.6;0.5
14/11/1995;13.2;7.9;20.3;0
15/11/1995;15.6;7;25.9;0
16/11/1995;18;10.9;26.9;0
17/11/1995;20.7;;;0
18/11/1995;21.1;15.1;30.8;0
19/11/1995;21.8;15.4;29.8;0
20/11/1995;21.2;14.9;30.7;0
21/11/1995;19.2;14.3;28;0
22/11/1995;16.7;;20.5;0
23/11/1995;13.5;7.4;19.3;0
24/11/1995;12.1;5.7;19.1;0
25/11/1995;11.7;8.4;15.9;
26/11/1995;10.8;;16.1;19.1
27/11/1995;12.3;7.1;17.5;0
28/11/1995;12.1;5.9;19.4;0
29/11/1995;12.2;8.1;18;
30/11/1995;12.8;8.9;17.3;3
01/12/1995;12.1;6.4;18.1;0.5
02/12/1995;11.9;6.5;;0
03/12/1995;11.4;;18.2;0
04/12/1995;11.4;;;0
05/12/1995;12.1;;15.1;5.1
06/12/1995;11.1;;;6.1
07/12/1995;11.1;6.8;14.1;22.1
08/12/1995;10.7;7.3;15.5;3
09/12/1995;10.7;6.9;15.1;3
10/12/1995;10.6;7.9;14.9;0
11/12/1995;10.8;8.8;13.8;0
12/12/1995;11.8;6.9;17.6;0
13/12/1995;13;6;19.5;0
14/12/1995;13.7;10.5;20.6;0
15/12/1995;13.3;;17.5;1
16/12/1995;12.8;;17.9;6.1
17/12/1995;13.5;;;0
18/12/1995;13.8;6.9;;0
19/12/1995;14.7;;17.5;0
20/12/1995;13.8;8.7;20.3;9.9
21/12/1995;13.6;6.9;21.3;0
22/12/1995;14.6;;21.8;0
23/12/1995;15.2;;18.9;0
24/12/1995;14;;19.9;0
25/12/1995;14.3;10.4;18;0
26/12/1995;14.7;12.5;17.1;3
27/12/1995;16.2;14.9;18.1;
28/12/1995;15.7;13.7;18.7;39.9
29/12/1995;15.5;;;0
